a,b,c,d,e,f,g,h,I,j
0.366553238088019,0.647628976335901,0.234721901356122,0.00654004111787911,0.444425626901407,0.379073437508547,0.838822808493984,0.289456655960564,0.160372291632401,0.716902573706615
0.682698453023172,0.539298824878916,0.353442424422699,0.195755441659101,0.714999797399458,0.0507239132378142,0.742505271156836,0.112511949349702,0.554581358734763,0.799310794058569
0.563044336177632,0.563541116087956,0.595604757582993,0.625628730388769,0.527000147067514,0.344141151112236,0.651696426292316,0.360550074386861,0.893406374119719,0.141416575151994
0.730509639534826,0.581973981642026,0.970952537825788,0.924674546997814,0.210749382884755,0.264273956654527,0.249037805585148,0.585606938400362,0.468624975671476,0.827017946769614
0.981556354633303,0.714437646566667,0.296793116574306,0.172355091109386,0.134100290273316,0.523878079876512,0.581529762990744,0.123883054740692,0.289905596947357,0.755960270740467
0.983671285925273,0.707040309893972,0.786960981655948,0.786450878410595,0.731206371966131,0.169953379892779,0.0326558048953752,0.453588070133909,0.73092187641191,0.491536790554137
0.680259217569101,0.798903224299959,0.804804607310747,0.668047320228079,0.330681637593432,0.644690645792553,0.841882874818017,0.472568876000586,0.00107316983678193,0.683636572241483
0.621508925463387,0.403868446122929,0.750428545161117,0.195785473128907,0.92676878357247,0.415265504621729,0.372408070637812,0.288438583153939,0.10893345275263,0.441988385132864
0.907352894669772,0.919304046101978,0.401849017341219,0.284788773725421,0.336476181474417,0.444034465677808,0.902412984790609,0.563580128107828,0.538749166565997,0.191619323001542
0.512546982281565,0.615191069012321,0.841468304047618,0.0923013599265675,0.303753779742537,0.51634495534911,0.331272701084477,0.785797896039678,0.286555745265622,0.817732194049787
0.652959292780435,0.453960698546289,0.589731219154564,0.63749232855803,0.339269517266707,0.584876685235341,0.94022173635217,0.38952660249485,0.124696852636419,0.271168296034294
0.49198404404084,0.426351345547999,0.426460321331461,0.669512462841564,0.985904546157815,0.306693716723846,0.913989944581812,0.251902455077841,0.248517399706807,0.519162028961268
0.121658078134117,0.505824781103748,0.448268741815389,0.182836609175719,0.726149437689404,0.413517584633465,0.68408518275271,0.558195052220696,0.503863005761925,0.126345193274531
0.870013750402556,0.809834470980765,0.419480580419842,0.576678325256919,0.494131234548986,0.0258766662267227,0.117823499810101,0.152283642766873,0.988813914244071,0.0887836201003922
0.935847174954648,0.923344965056805,0.736600978185254,0.444435569024725,0.194044791671082,0.952097680411106,0.0144296049018017,0.406457322185443,0.814813317225054,0.940081731739896
0.904791362563859,0.541408488532759,0.906820521839452,0.638011013240237,0.0292525838655673,0.449897623060598,0.182238408183579,0.180068624702892,0.291111014317938,0.784594959249557
0.231264916411362,0.120991836283303,0.0304683074212996,0.911212531234986,0.079482309218042,0.191174694372893,0.783954339596562,0.856310191369271,0.0342005705250972,0.817274164666088
0.636234912510846,0.752508528672831,0.664102975592227,0.00471135837801161,0.655007373497591,0.487840052208628,0.534356283651589,0.475638953121775,0.373249816822889,0.995640305131254
0.707073529348784,0.527663962549675,0.0788453681373428,0.850136539043461,0.00773240652684902,0.0155517167574002,0.175237625478842,0.0789971255103472,0.191049179170913,0.126354025836655
0.385303262055538,0.559531527430247,0.950283372724934,0.554658946466291,0.377115101796571,0.563251140031143,0.888870478404985,0.423736964691889,0.168365532590966,0.404984680896088
0.387465003421041,0.270409139400959,0.109419664210589,0.732537414490207,0.229471632627589,0.0216050140776336,0.141122550746223,0.175808600360025,0.970056462212981,0.370245605461435
0.827840750646282,0.493506546276783,0.941563336123273,0.28826530131632,0.506302640528945,0.439944457471986,0.793237639506876,0.120305590805072,0.272925141546071,0.0500971723092595
0.97291449521957,0.882603556955371,0.494278901351957,0.947511499425409,0.794601136860658,0.22156732773175,0.621828863291638,0.201571663994683,0.974936285976008,0.435392346044713
0.135580263916884,0.208129808114277,0.270335116771161,0.514754066467086,0.824525938482145,0.618942668458359,0.301569794299739,0.17471578222259,0.220717732312507,0.273426928879355
0.654166047520707,0.448956823764018,0.265129888132266,0.465047660030584,0.311487384499341,0.516794072100112,0.309026254740953,0.895963125792197,0.542013085773198,0.989717359216594
0.165734719365534,0.182995086531473,0.127386667173695,0.972648060273651,0.068247372091872,0.660899768666585,0.908701439526238,0.048995848513784,0.574471109607581,0.245521920859545
0.424712679647097,0.229084406196945,0.973418790473087,0.277288165800685,0.455631462950833,0.247685727800638,0.558096733497852,0.95866338226667,0.0122280048110257,0.0306461653586058
0.218048773536198,0.458544659344162,0.422758636591118,0.730782527679342,0.525979354617661,0.809186147852828,0.665917352534507,0.338005135342158,0.102788714995107,0.401052904510745
0.639626357805911,0.388838193480763,0.6191598863436,0.427749059463641,0.991368960562814,0.214542580795954,0.179970017333334,0.521540224679542,0.706711274422688,0.470947320363086
0.043385585279619,0.105493678565456,0.974372626368809,0.217677496208935,0.469221198832006,0.0618040143933285,0.275406173674191,0.672510343345389,0.290685667111678,0.819908828504492
0.169868755241653,0.317515687943811,0.346467683498659,0.531510753975308,0.933819505540091,0.139331213305194,0.604369513897797,0.86060045666777,0.829622484957365,0.823110119008766
0.467830006914927,0.278801395883022,0.20495724903884,0.943387083299724,0.345113733133051,0.082565602345065,0.620946965332832,0.32487312761718,0.4455454453589,0.608213929143195
0.760169040790391,0.512498234031587,0.459090842503876,0.35703182695881,0.24921346816961,0.513224799066747,0.512921759519724,0.654226613030576,0.812590882704707,0.380300123108619
0.197337030290053,0.485551155579929,0.0271730711727692,0.880671357307388,0.852681457154865,0.466381958597215,0.246620892824543,0.71989083724275,0.159635997236428,0.212688606942592
0.356203168996898,0.64005929882263,0.636409435884115,0.416292031388985,0.642027630822149,0.0571405622062735,0.520135600327018,0.755918783019063,0.588692712020944,0.995081488420223
0.995031882116688,0.819151820731545,0.776606605653605,0.0830008359575702,0.0357627361391425,0.0851052725929196,0.116746239728192,0.777788787750253,0.121513696096648,0.287728087986783
0.727541348744567,0.37388403544218,0.707187406851056,0.126000763885434,0.762944811468921,0.648341486828815,0.334253555254385,0.290888467282605,0.82572346395355,0.585088179710619
0.546664534972475,0.390720902708997,0.783069956055177,0.402633897152265,0.622214392920984,0.566850229727715,0.347011989550986,0.886376109637366,0.525015500380897,0.992040531390999
0.712500855383653,0.588591704169073,0.138775046791015,0.494151649464713,0.0633485851332846,0.478062602100976,0.113203943196092,0.351501204635668,0.44720977649715,0.120127339250009
0.997356355765372,0.866763415661027,0.344707273166436,0.572006494533354,0.249385292899635,0.530924671858847,0.972697327076432,0.883636624405714,0.179744879674455,0.767482392259168
0.265063544887811,0.456876465673672,0.373868092113953,0.662069092105069,0.658248116023608,0.737241064476618,0.243824658639352,0.284182652916524,0.152443009187651,0.629937051823071
0.296986240262297,0.609678180013625,0.925157457886083,0.526851958571124,0.378791989250754,0.472085083381094,0.433443403924339,0.635630561271913,0.0365338344594244,0.159594018375659
0.736332992253235,0.805322749996328,0.452916630017483,0.468229055470953,0.589571829711431,0.669720054805792,0.0810133075158633,0.241709271223999,0.244576478639658,0.890553181604647
0.175816292546212,0.154533810737491,0.364428335310878,0.402534305686243,0.719768879350126,0.478397443512751,0.978435288255636,0.72003199426677,0.278626776638553,0.762501759326533
0.11855622049405,0.525713326729362,0.877635094878007,0.771931426614543,0.946309220379577,0.934401652359408,0.650819842523871,0.490252860280555,0.233327840379426,0.660305393808389
0.675112544158313,0.718074524284117,0.632511323622173,0.43580931834587,0.902707364376204,0.858828327928788,0.154212625775817,0.35254080067007,0.072141271832106,0.973090398753678
0.197954781222693,0.23722703770656,0.00987657474565736,0.843213114426416,0.760386374116364,0.268511738645364,0.847626773390661,0.370654396145328,0.0997902595914182,0.656012400989228
0.597537348800132,0.464487270646793,0.690845103203908,0.256984336770871,0.695249173906705,0.00163647787517062,0.530470411028345,0.413122260067308,0.82035967255497,0.25814580614508
0.759956028227413,0.874401425042754,0.923971521864686,0.884600193722563,0.765806654992189,0.0159798224283953,0.811106366503041,0.562062402923366,0.208253308079576,0.669458652426466
0.122276558587393,0.471175180646999,0.407554439836331,0.961968205028077,0.1908463902847,0.261160018330231,0.743434211930831,0.0650157998501201,0.4374120878481,0.12225077291735
0.686435296025,0.49345998144025,0.479930681995723,0.749308232560915,0.253287547549643,0.64202459911614,0.8504910357053,0.842608931714509,0.845307962721889,0.688918145999848
0.696167065311607,0.685783262163313,0.636975413598232,0.971800095301178,0.523434993710214,0.255557387885601,0.68264650770518,0.919032891206186,0.970952129367948,0.069689059328767
0.705159879635675,0.665709101366728,0.513579638741782,0.542055387079411,0.472454677305077,0.424661588880552,0.588847540275098,0.562441683249517,0.501619285773085,0.788460460411026
0.795657666702207,0.411518006436032,0.88432581676689,0.286237954485571,0.831968658341372,0.447302971270893,0.0821039622176663,0.114855984294866,0.667323874939269,0.529613649230398
0.497617865992217,0.588218401303552,0.669215065578174,0.810543203146657,0.462774914535117,0.369235336553433,0.104966192865489,0.340668645680186,0.0424104959932719,0.982388445505913
0.902514983907322,0.766327963308651,0.160980579669443,0.325265401245302,0.229105936506804,0.319881514814993,0.608233796958866,0.0998057434297679,0.373346175075382,0.833148965751543
0.280953590182,0.141955954319412,0.391352806013956,0.878097132569482,0.375276670057089,0.100924961943208,0.791215451521619,0.113203984471112,0.898643790180934,0.748874887481553
0.53266080512574,0.648040564756233,0.303366770522096,0.788045440561833,0.133977458203723,0.0951092390097079,0.429490669991986,0.166497508816984,0.165095840653078,0.335769821796981
0.998368358603503,0.773370650160254,0.0350839166367206,0.835612800845877,0.230741156241557,0.96356812991242,0.947121693118831,0.836120007344141,0.0457565659509349,0.194986093858365
0.690206512384382,0.743887856876524,0.199741741178875,0.611531077359406,0.020317984015816,0.0727178969981405,0.170013746859933,0.288044217530078,0.470385881043807,0.200204891378702
0.0665414089331281,0.467908105770889,0.325098967915326,0.561132961580481,0.756029365331051,0.350901479289592,0.767971593742135,0.674017934237772,0.0373707186878174,0.0244341587414081
0.516166021159161,0.551151621227372,0.500921186587592,0.782525811259378,0.936921325605449,0.722907635783816,0.422953604897265,0.24133620218678,0.576676558385889,0.534380259554446
0.582147414837168,0.750023043876018,0.243246979857313,0.467546606848972,0.151798392817679,0.0901741115183282,0.0623267192586867,0.772246471221909,0.0895556764899979,0.554922456188137
0.10249179858702,0.16107334757903,0.85111447664036,0.0252024944280965,0.800090320534581,0.36849404820489,0.360607243678116,0.785536698198553,0.727262918895075,0.853121692669901
0.670165046648643,0.528863393038156,0.306723799296924,0.0389737659178154,0.485129732421679,0.325951069074448,0.133147068158619,0.898178924738681,0.753994182270247,0.0368001225364413
0.890998742250819,0.940550334594413,0.393957993096494,0.199092654456567,0.925191132046186,0.425658640125936,0.0956666364054981,0.0965287200008883,0.609282862745194,0.426388331301708
0.133063338767534,0.541085253087966,0.941513349904737,0.253128800833079,0.261559054694632,0.277143930906678,0.376741850026003,0.10776531764361,0.401896761347807,0.375991126731226
0.0974030348687404,0.378309721816133,0.880189294950703,0.901342008964772,0.431561268830251,0.309075407332856,0.33597505637924,0.953522026062388,0.64197676597854,0.355766794621625
0.313312172435704,0.30026365935921,0.526238455561861,0.983352800295481,0.308183001993254,0.69391827578976,0.2337037765365,0.706005141271461,0.275457070990984,0.336012127808345
0.612191906946783,0.681000274011195,0.0552300867775736,0.356840567297853,0.70150444478351,0.707768669364698,0.473795480441052,0.647358278171072,0.0359249063409636,0.121307878919799
0.146658215021321,0.438740106552101,0.383107029689829,0.604794831088307,0.0373767538493044,0.793324362327067,0.150281631838056,0.966906395100145,0.517293485202265,0.88082566944454
0.327878542236901,0.596722136323387,0.521565247392563,0.956483685292812,0.0188232835265033,0.795714131215134,0.395122172115783,0.0672320809474371,0.713397910802611,0.115071562113005
0.858863961012117,0.861594451151706,0.154807528940723,0.699358662776534,0.899405230855646,0.092073174073153,0.368229305043236,0.227962676942205,0.812203517499511,0.975929094543699
0.312122305179339,0.348439593627959,0.589634147486117,0.173738828806481,0.273631114215583,0.0598417101108137,0.950144559511439,0.824236892044732,0.297467482796311,0.893534467187023
0.741088888705991,0.435205124239838,0.27795606980945,0.589857312015593,0.840840348182788,0.649184246569489,0.37314569772549,0.344149814136431,0.951302348672326,0.283194119239851
0.857962577063561,0.873942877908913,0.2377797855638,0.0716441690370191,0.983502951647393,0.313461219225951,0.863927055628644,0.531576024780764,0.825709319852467,0.731341006041675
0.127913022522428,0.501932001542058,0.801384283883231,0.91478063988508,0.0200979250993384,0.152730092345586,0.166563713982017,0.639539917556467,0.92510643805114,0.266668944096046
0.592621452572467,0.473076804842123,0.577055488090477,0.541176708225374,0.465839770919571,0.07977654870075,0.192299058970125,0.495012640814071,0.131806909361197,0.512540003847566
0.910817251872814,0.869676913026376,0.355940607115131,0.826370793483326,0.439781795070889,0.119713466759947,0.958546076758045,0.611264235138026,0.476260786034327,0.364483854760789
0.575291022751617,0.749601397272935,0.128670378827574,0.893640624483916,0.561341027830233,0.374438817295214,0.590073585283829,0.0938924174704865,0.832858733385777,0.425278374301014
0.0646743380218738,0.518193121242484,0.700514395263145,0.661038270563051,0.15268376366572,0.00433338701763683,0.63811041680555,0.449632547706039,0.610589580343295,0.515557685504073
0.222414228263889,0.526235188119986,0.505608633077931,0.813869193190598,0.0359631356875025,0.0225241735628605,0.710940003256121,0.536563637380062,0.732110851109058,0.762855665551068
0.348774755115684,0.341610185200904,0.229099341437454,0.0687253189610428,0.409484512928067,0.080316443550566,0.666152392685534,0.865702813174235,0.746418290245258,0.85928521912958
0.438836083607381,0.409220052523925,0.226710643185501,0.989534183002517,0.829709369835895,0.845135122621825,0.0896337820680686,0.792940040675189,0.922087176298703,0.113665410939448
0.0208521639739839,0.0618151963281671,0.366746045461407,0.262825482134373,0.264822459510337,0.976384620829678,0.148727811572714,0.542711210778904,0.438612622089629,0.704887206691322
0.904223477854544,0.678429501643312,0.71820201981478,0.38867082117654,0.0731646002757399,0.306801161796484,0.525424741704246,0.451134784484083,0.778370528834361,0.959972667253138
0.851429359618935,0.45989043094479,0.922870320173368,0.907117324988122,0.968734996358947,0.884667564496433,0.0272628106767142,0.796290158282038,0.918100271477053,0.825720234196365
0.833819668106091,0.873160960249494,0.649283365069045,0.95590864927283,0.848816191566103,0.314330182773933,0.901384406662345,0.777613910922223,0.380724111579024,0.1915489396537
0.815606701378414,0.721932111348674,0.276294273706348,0.134467061682609,0.432591217008059,0.531158939691348,0.984622203506866,0.93940048231814,0.830191300863248,0.854781951959053
0.962836919947563,0.783117023016556,0.825102903185634,0.262809905724665,0.0759410770458706,0.314868744801412,0.82786819259802,0.485698946678481,0.711703884135072,0.789211498770099
0.270450898846403,0.569415270420119,0.559559238715811,0.362199502717092,0.86592082399546,0.395205545364795,0.308453761553393,0.172663718328496,0.000115863230466008,0.684462247027011
0.882841539004425,0.614834711761979,0.702838344100437,0.203093227255412,0.166873095680002,0.249708116248693,0.269714596502265,0.335598092837751,0.866863153699025,0.144643877206506
0.631034846311588,0.665646474414967,0.245201331336568,0.37333154029157,0.133989602242731,0.0407302243050366,0.346258179755908,0.506332994052752,0.893361879580431,0.0239048264203932
0.505382280031937,0.655301805684258,0.362391858390887,0.550491654781741,0.373139901246242,0.84847457808281,0.0380644216705714,0.546762902578446,0.440664798933679,0.425921911526568
0.870725763497742,0.857826276948416,0.957634825949217,0.271700515916678,0.28384329563164,0.00116649623781587,0.30055996866201,0.137762081899598,0.129411195928711,0.551527622366573
0.593725703702213,0.685978733792484,0.70186511968482,0.486296378389926,0.899567512505631,0.302771735778831,0.66932491488095,0.893008399052846,0.974081795006201,0.653094217449964
0.212843504245601,0.31340766868021,0.904448771343842,0.525960894899357,0.46022026183539,0.331371818838287,0.123185545119147,0.597004620644392,0.875422800823358,0.560302193274602
0.0854868862711686,0.333303084703971,0.699232056055916,0.612181005854006,0.538753933559604,0.0519838463590963,0.939247066129202,0.102516414562716,0.410259255618595,0.282130970249709
0.0421400041155723,0.0768761300797654,0.976644662073764,0.0946238015941152,0.254100171345386,0.333050084799144,0.8248613934142,0.973773592140859,0.574004884316027,0.390656572142747
0.537428256264488,0.597723598826163,0.47263957725206,0.117374824219639,0.705546603645489,0.260821609464216,0.334150209578474,0.324990851662487,0.896619058421122,0.966624980235363
0.0406920071221329,0.224754698193581,0.861672807241704,0.167077001044111,0.590385383661387,0.434354622110957,0.12523199952125,0.440177434820134,0.339550143947613,0.773410239044333
0.22230740832633,0.285641350970725,0.731601472386444,0.935547432223527,0.505076567741542,0.213938561185795,0.0270763602823445,0.0663221307086674,0.460271438444122,0.350435712243075
0.577310031973893,0.534732852067331,0.080972459417757,0.911508162978132,0.326562806954862,0.717084979411879,0.451855043047126,0.44715338393638,0.593227920950319,0.866820320108996
0.503557825858163,0.372177386153957,0.921577007449995,0.791853182006326,0.0257057882986241,0.719564849751428,0.203544262654538,0.274561777776323,0.360272523683906,0.815289532030912
0.531887898678623,0.737683481637085,0.369267096452973,0.894994562630366,0.368657621787252,0.0927392023493222,0.699605656016747,0.528869755747185,0.536680924744978,0.34113879986894
0.587369572558177,0.680706191277986,0.716472831917678,0.458552389982993,0.858709054676381,0.722161333899065,0.361498980303467,0.14977290371629,0.888163063188415,0.987816190568869
0.515523160167696,0.429597721609064,0.719489517625444,0.640684402163266,0.553591485355033,0.107056030879989,0.719084418261397,0.473223632826683,0.86995029069507,0.944312948119677
0.321992369028331,0.49751686131576,0.661463587009039,0.774419010737251,0.460166596490793,0.207910740666941,0.0978996105968697,0.114470534909494,0.164325423016165,0.0391894969205247
0.564412988486092,0.717152392198917,0.873211652950343,0.0139153417898189,0.233629836145311,0.886463124792953,0.268757608455466,0.621831197260104,0.148540060740379,0.687067015104367
0.324427471196694,0.365983454408504,0.936657078591465,0.555011566284786,0.929953109457656,0.754493510385793,0.805418232120997,0.929827250735181,0.638611252294424,0.453057054459879
0.710183354988921,0.405688654360214,0.194368339650339,0.000122307707832436,0.168326965853098,0.835475130951359,0.292292291325108,0.256066743256189,0.381613582113583,0.0400926579341235
0.805823459845464,0.544963663930318,0.557801494998918,0.961530058517121,0.87685060284235,0.892655966190922,0.911231006216189,0.895380080633837,0.4255086646582,0.0867001229964093
0.25402953805408,0.584976320653343,0.797847496452746,0.589934963931986,0.11498256268626,0.411828061638639,0.381336271270046,0.00874832385723534,0.0166236259886781,0.18922722354621
0.0945078264900317,0.208285887814954,0.329517942106843,0.223129394313024,0.857888884021401,0.9254311556419,0.534152801135624,0.273615869371713,0.340751650866377,0.291165936429018
0.440615159060132,0.347029842562597,0.0218167153219343,0.872153734403421,0.69396074187297,0.981459367184589,0.0895778411000205,0.875348174676279,0.110677917840924,0.490865758729633
0.0176429679505381,0.446048171323522,0.796838758547981,0.777015737614963,0.932191043702021,0.389668513006517,0.127252625093899,0.906331108526799,0.0479607469355221,0.011964668997081
0.451099745631347,0.477566365346985,0.422406891206005,0.29119342325253,0.554853084163757,0.685492421291442,0.372336322649453,0.945360880707499,0.439063001764092,0.233869724229412
0.173617344545451,0.382282251116779,0.411641805909894,0.191745076250074,0.814282839303631,0.394392886687477,0.0925843174599003,0.684468349596255,0.709852981333,0.68230127557833
0.319100943749179,0.521105449442892,0.206716693724002,0.753954788371776,0.0705018402246988,0.234668634909295,0.242961251788768,0.305313177224363,0.685498288215508,0.118286342822348
0.8074374189504,0.492255414134291,0.529227612661766,0.69244765463545,0.0996357944575299,0.784589997156901,0.239343569630674,0.0315956975080505,0.0366012717289533,0.145216385466516
0.429230620121067,0.33648681469948,0.959721796455365,0.37701689501884,0.738905153511231,0.631023804071984,0.0346713062342658,0.743540299380135,0.255439083977628,0.522650110404116
0.660374856663653,0.435576144301443,0.505762633635737,0.480506357835828,0.742722216781516,0.210904534355308,0.443949732760275,0.734332531649297,0.733874867431262,0.901955200587945
0.886178959810163,0.578491831276267,0.841024203923914,0.856880110741197,0.971334389137221,0.787433518463484,0.0814028175449292,0.975330184750313,0.916211017989566,0.220143149664819
0.850975170524683,0.459460575162548,0.0150013480111322,0.169056372295195,0.659965171135599,0.854515389148272,0.064475161341012,0.0791883234360512,0.20812199851399,0.333191481947743
0.801041354543236,0.746280617914796,0.601978121097048,0.350925436193387,0.739265264217166,0.962365896989315,0.786409705000745,0.16680548673873,0.4069587119087,0.902396005338978
0.416636477364141,0.382825467841839,0.611867971429618,0.547491011053557,0.963596458426574,0.997484695869701,0.450031056567237,0.366733481275761,0.730939090609803,0.482594384873942
0.84567526338666,0.792337106063597,0.223739275220472,0.57130556697166,0.0984852616871806,0.197145605740338,0.394849686413863,0.0664487575030311,0.916922459371721,0.587125202600577
0.954900224044058,0.968777195399116,0.283556615931642,0.969072184973583,0.52401577035939,0.0676726335264492,0.0498747000729721,0.711552089525953,0.0784890411449794,0.0350795820139502
0.393445288901559,0.407123259457543,0.93168846872442,0.641111440514683,0.872228175898977,0.896864226589939,0.475660208969995,0.448776056817885,0.879913639183606,0.101143301284191
0.0599665656471289,0.460598306905915,0.142213781759491,0.477334092587344,0.316421695913178,0.189423159071165,0.227828542141398,0.976558650491013,0.122232196013282,0.954437760097932
0.662167864856537,0.737433385909494,0.430413090746398,0.0156867838512673,0.958861688147055,0.433506031497968,0.575137477074855,0.980615172582643,0.323375686913957,0.326877783085218
0.939591758042324,0.613962525959596,0.755236677248934,0.624587190041021,0.425952230029129,0.0401525618685814,0.213838049737608,0.988381428176671,0.110757066155189,0.0334947796177894
0.215821474324185,0.254554404140988,0.139184948472564,0.65266239307999,0.405615242454926,0.137205679174861,0.930715518965442,0.218892437109409,0.923524762907142,0.287606200288374
0.122741845859686,0.284375246498619,0.223405133119191,0.456932031438369,0.137525837541989,0.574990580566234,0.256318392644852,0.133324562891854,0.267240329299271,0.726468629930551
0.0209697592149544,0.280760589325657,0.775595676356604,0.90118542052091,0.712105194570249,0.665869086360271,0.796711555223401,0.305760043053678,0.0477158978560278,0.100268361484252
0.322882370315107,0.367065921612897,0.975290057344453,0.726996155761981,0.903994065108355,0.183959518491007,0.5191084803095,0.514972573957467,0.800785090751242,0.993673391545166
0.358443760150625,0.510391188161199,0.486945439731738,0.74365633259246,0.0115879227053868,0.522086460608088,0.486193392565281,0.913069346479113,0.221828451940058,0.148292785025642
0.36128631891299,0.255049068603462,0.535094420407462,0.371052643327339,0.529399445731075,0.655351370347714,0.214003544990132,0.428165398039817,0.773794998930865,0.492470111214581
0.317463149464405,0.452584433512733,0.547044367744044,0.574317362021747,0.0524278894001701,0.543237221660607,0.483077336229614,0.307547920736201,0.113044007754547,0.555775976060837
0.592328896827792,0.778773242751102,0.397268138812831,0.858244186156085,0.60309661894902,0.680031260580566,0.0247829948543507,0.0723678724823389,0.846090108793617,0.91951755644576
0.258221901686807,0.150023098375585,0.493151968417697,0.593790458442458,0.543894801275486,0.614529763841785,0.600778138868159,0.958348102884966,0.293438368841946,0.584643249006142
0.587951397913718,0.554122174990754,0.315663105562305,0.391109345935459,0.34171294411269,0.640044036146127,0.353818601410971,0.485099984265652,0.32541331440533,0.973240280208895
